text,score_?,score_2,score_1,score_3,high_influential,high_factbasedness,high_inaccuracy,high_opinionated,high_accountability,high_unobjectivity_tone,noise
"The hearings on Barrett’s nomination to the high court are scheduled to begin the week of Oct. 12, and a final vote on her confirmation is expected prior to Nov. 3, Election Day. Last week, Senate Majority Leader Mitch McConnell (R-Ky.) vowed there would be no delays in the process, declaring “full steam ahead” despite the positive coronavirus diagnoses among his members. GOP Sens. Thom Tillis of North Carolina and Mike Lee of Utah, both Judiciary Committee members, and Ron Johnson of Wisconsin have all tested positive.",False,True,False,False,False,True,False,False,False,False,False
"McConnell did, however, cancel planned votes this week in the Senate following news of the outbreak. The chamber now stands in recess until Oct. 19.",False,True,False,False,False,True,False,False,False,False,False
"While Democrats have few procedural tools available to block Barrett’s confirmation outright, the alarming rise in cases among Washington officials ― which appears to have stemmed at least in part from a Rose Garden ceremony in honor of Barrett’s nomination ― has given Democrats a new line of attack.",False,True,False,False,False,False,False,True,False,False,False
"$29.3 billion was spent overall on Apple's App Store and Google's Play Store, with over 35.6 billion app installs, in the third quarter of 2020,",False,False,False,True,False,True,False,False,False,False,False
according to a new report by Sensor Tower.,False,True,False,True,False,False,False,False,True,False,False
"App stores have seen significant year-on-year growth, with customers spending 32 percent more than at the same time in 2019, with 23.3 percent more installs. This is a large growth compared to 24 percent increased spending and nine percent increased downloads last year.",False,False,False,True,False,True,False,False,False,False,False
 ,False,False,True,False,False,False,False,False,False,False,False
"Spending on in-app purchases, subscriptions, and premium apps rose by 31 percent to $19 billion worldwide on Apple's ‌App Store‌ in the third quarter, up from $14.5 billion at the same time last year. This is almost twice the revenue earned by Google's Play Store, consistent with last year's split between the two platforms. However, of the 36.5 billion app installs, Apple's ‌App Store‌ only accounted for 8.2 billion, whereas the Google Play Store had over three times as many at 28.3 billion.",False,False,False,False,False,True,False,False,False,False,False
X],False,False,False,True,False,False,False,False,False,False,False
X],False,False,True,False,False,False,False,False,False,False,False
"Short-form video social media app TikTok was the most downloaded app on both platforms, and it was also the highest-earning non-game app globally. This was its second consecutive quarter as the top-grossing non-game app. At this time last year, Tinder was the highest-grossing non-game app. As in previous quarters, Facebook's apps, including Instagram and WhatsApp, made up the majority of the top five non-game apps by global downloads, although none occupied the top spot.",False,False,False,True,False,True,False,False,False,False,False
X],False,True,False,False,False,False,False,False,False,False,False
"Tencent took the first and second positions among the five top-grossing games in the third quarter with ""Honor of Kings"" and ""PUBG Mobile."" Together, the top five highest-grossing games made more than $2.4 billion, which is 12 percent of all consumer spending on mobile games last quarter. Game installs decreased year on year for Apple's ‌App Store‌ from 2.4 billion to 2.3 billion, with the vast majority of downloads instead being from Google Play, which saw growth of 36.8 percent.",False,False,False,True,False,True,False,False,False,False,False
